,Unnamed: 0,BakerStreet,Bayswater,BondStreet,CharingCross,CoventGarden,EdgwareRoad(Bak),EdgwareRoad(Cir),Embankment,GreatPortlandStreet,GreenPark,HydeParkCorner,LancasterGate,LeicesterSquare,MaidaVale,MarbleArch,Marylebone,OxfordCircus,Paddington,PiccadillyCircus,Pimlico,Queensway,RegentsPark,RoyalOak,St.JamessPark,St.JohnsWood,Temple,TottenhamCourtRoad,Victoria,WarwickAvenue,Westminster,geometry,FROM STATION,FROM Zone,zone
127,127,46.0,262.0,23.0,7.0,45.0,0.0,257.0,0.0,75.0,123.0,0.0,0.0,211.0,0.0,40.0,70.0,210.0,1024.0,224.0,145.0,173.0,0.0,0.0,38.0,6.0,0.0,11.0,1266.0,42.0,258.0,POINT (-0.122756421 51.53079819),KingsCrossSt.Pancras,1,1
128,126,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.278601608 51.58487652),Kingsbury,4,4
129,128,0.0,180.0,73.0,52.0,316.0,0.0,0.0,15.0,0.0,72.0,0.0,45.0,395.0,0.0,0.0,0.0,85.0,114.0,478.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,25.0,0.0,POINT (-0.160664486 51.5013549),Knightsbridge,1,1
130,129,3.0,0.0,0.0,17.0,0.0,0.0,33.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,8.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,POINT (-0.210198172 51.51721067),LadbrokeGrove,2,2
131,130,8.0,0.0,0.0,19.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,2.0,25.0,32.0,41.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,19.0,0.0,3.0,0.0,POINT (-0.111768261 51.49912995),LambethNorth,1,1
132,131,0.0,0.0,8.0,21.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,21.0,0.0,45.0,0.0,55.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,POINT (-0.175429929 51.51189094),LancasterGate,1,1
133,132,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.217459666 51.5139581),LatimerRoad,2,2
134,133,61.0,0.0,62.0,105.0,29.0,53.0,0.0,46.0,38.0,118.0,57.0,223.0,0.0,0.0,56.0,118.0,60.0,224.0,0.0,146.0,42.0,5.0,0.0,0.0,43.0,0.0,433.0,705.0,34.0,0.0,POINT (-0.128242148 51.51129118),LeicesterSquare,1,1
135,134,0.0,0.0,84.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,9.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,6.0,0.0,POINT (-0.006465332 51.55813227),Leyton,3,3
136,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,18.0,0.0,4.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,POINT (0.009140452 51.56852229),Leytonstone,"3,4",3
137,136,263.0,0.0,228.0,21.0,87.0,0.0,186.0,82.0,62.0,59.0,49.0,324.0,156.0,89.0,117.0,20.0,452.0,484.0,168.0,45.0,165.0,1.0,44.0,53.0,154.0,0.0,31.0,449.0,48.0,48.0,POINT (-0.08224962200000001 51.51759826),LiverpoolStreet,1,1
138,137,148.0,0.0,229.0,48.0,47.0,0.0,0.0,0.0,36.0,169.0,41.0,24.0,268.0,60.0,69.0,16.0,122.0,261.0,131.0,134.0,76.0,11.0,54.0,27.0,133.0,0.0,184.0,223.0,32.0,142.0,POINT (-0.086005598 51.50467435),LondonBridge,1,1
139,138,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,POINT (0.055279079 51.64157048),Loughton,6,6
140,139,43.0,0.0,0.0,12.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.185432647 51.52999506),MaidaVale,2,2
141,140,25.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,POINT (-0.09568497599999999 51.57074714),ManorHouse,"2,3",2
142,141,0.0,9.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,26.0,0.0,0.0,2.0,100.0,23.0,0.0,0.0,310.0,0.0,22.0,POINT (-0.094197658 51.51209175),MansionHouse,1,1
143,142,0.0,0.0,91.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,35.0,56.0,61.0,73.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,25.0,94.0,0.0,28.0,POINT (-0.158571216 51.51396549),MarbleArch,1,1
144,143,31.0,0.0,0.0,128.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,67.0,178.0,73.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,21.0,392.0,0.0,0.0,POINT (-0.163492564 51.52239667),Marylebone,1,1
145,144,0.0,0.0,0.0,5.0,21.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,124.0,87.0,0.0,0.0,0.0,30.0,0.0,6.0,0.0,0.0,0.0,4.0,35.0,0.0,0.0,POINT (-0.032666084 51.52531097),MileEnd,2,2
146,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.209895713 51.60831664),MillHillEast,4,4
147,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.432913027 51.62993067),MoorPark,"6,7",6
148,146,542.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,78.0,0.0,0.0,0.0,0.0,11.0,0.0,13.0,0.0,317.0,0.0,0.0,0.0,0.0,12.0,0.0,84.0,1.0,0.0,55.0,18.0,0.0,POINT (-0.08901768800000001 51.51843714),Moorgate,1,1
149,148,0.0,0.0,0.0,52.0,12.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,POINT (-0.194851982 51.40218596),Morden,4,4
150,149,0.0,0.0,0.0,87.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,90.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,70.0,0.0,0.0,POINT (-0.13874435 51.53436222),MorningtonCrescent,2,2
151,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,POINT (-0.250115045 51.55462772),Neasden,3,3
152,151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (0.09030315800000001 51.57563836),NewburyPark,4,4
153,152,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,22.0,0.0,0.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,0.0,0.0,POINT (-0.259729528 51.52343243),NorthActon,"2,3",2
154,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,POINT (-0.288993553 51.51762229),NorthEaling,3,3
155,155,114.0,0.0,50.0,0.0,19.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,46.0,0.0,0.0,30.0,0.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,39.0,0.0,227.0,0.0,23.0,POINT (0.003586259 51.50025515),NorthGreenwich,"2,3",2
156,156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.362632993 51.5846313),NorthHarrow,5,5
157,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,POINT (-0.303948219 51.56239629),NorthWembley,4,4
158,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,POINT (-0.315064819 51.50049167),Northfields,3,3
159,157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.368440596 51.5482129),Northolt,5,5
160,159,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,POINT (-0.318199392 51.57850869),NorthwickPark,4,4
161,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.423837787 51.61121361),Northwood,6,6
162,161,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,POINT (-0.409311358 51.60080265),NorthwoodHills,6,6
163,162,4.0,13.0,42.0,16.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,134.0,81.0,0.0,18.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,168.0,6.0,0.0,POINT (-0.195921618 51.50937534),NottingHillGate,"1,2",1
164,163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,POINT (-0.13185354 51.64763796),Oakwood,5,5
165,164,25.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,5.0,3.0,0.0,0.0,24.0,107.0,0.0,101.0,0.0,0.0,0.0,16.0,7.0,0.0,0.0,264.0,0.0,58.0,POINT (-0.087622958 51.52558147),OldStreet,1,1
166,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,POINT (-0.352096096 51.48121681),Osterley,4,4
167,166,0.0,0.0,0.0,21.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,POINT (-0.113321076 51.4814126),Oval,2,2
168,167,178.0,0.0,20.0,544.0,115.0,188.0,0.0,62.0,26.0,80.0,28.0,122.0,97.0,90.0,378.0,405.0,0.0,832.0,230.0,133.0,457.0,0.0,0.0,0.0,22.0,10.0,77.0,2245.0,396.0,0.0,POINT (-0.140836171 51.5152234),OxfordCircus,1,1
169,168,27.0,18.0,10.0,388.0,45.0,0.0,0.0,83.0,24.0,0.0,0.0,0.0,0.0,8.0,0.0,61.0,73.0,0.0,157.0,177.0,0.0,62.0,4.0,27.0,27.0,0.0,29.0,213.0,10.0,1.0,POINT (-0.175736752 51.51539379),Paddington,1,1
170,169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.284928918 51.52683402),ParkRoyal,3,3
171,170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.201124492 51.47496015),ParsonsGreen,2,2
172,171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.323070422 51.53634182),Perivale,4,4
173,172,192.0,0.0,23.0,173.0,241.0,277.0,0.0,102.0,0.0,101.0,187.0,58.0,125.0,52.0,31.0,211.0,116.0,1081.0,0.0,79.0,237.0,0.0,5.0,0.0,114.0,0.0,0.0,992.0,167.0,52.0,POINT (-0.133711597 51.50969675),PiccadillyCircus,1,1
174,173,0.0,15.0,23.0,0.0,0.0,31.0,0.0,17.0,0.0,79.0,0.0,0.0,37.0,8.0,12.0,11.0,128.0,28.0,0.0,0.0,3.0,13.0,0.0,0.0,5.0,0.0,0.0,80.0,25.0,0.0,POINT (-0.133108258 51.48955286),Pimlico,1,1
175,174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,POINT (-0.38122379 51.59236168),Pinner,5,5
176,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,15.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,27.0,14.0,0.0,0.0,POINT (0.017780642 51.53128834),Plaistow,3,3
177,176,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.294972013 51.57210373),PrestonRoad,4,4
178,177,9.0,35.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,19.0,POINT (-0.209365417 51.46786534),PutneyBridge,2,2
179,179,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,174.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,31.0,48.0,0.0,POINT (-0.204798149 51.53431265),QueensPark,2,2
180,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.286331597 51.59388298),Queensbury,4,4
181,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,47.0,223.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,POINT (-0.187419903 51.51044923),Queensway,1,1
182,181,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,POINT (-0.235969233 51.49406798),RavenscourtPark,2,2
183,182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.371060814 51.57539673),RaynersLane,5,5
184,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (0.045394044 51.57636692),Redbridge,4,4
185,184,0.0,0.0,0.0,64.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,57.0,17.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,49.0,10.0,0.0,POINT (-0.145344411 51.52381067),RegentsPark,1,1
186,185,74.0,18.0,113.0,0.0,0.0,0.0,54.0,15.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,33.0,0.0,0.0,POINT (-0.301739134 51.46323289),Richmond,4,4
187,186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.473684584 51.64032301),Rickmansworth,7,7
188,187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (0.044026207 51.61695645),RodingValley,4,4
189,188,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.188823674 51.51829435),RoyalOak,2,2
190,189,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.421234926 51.57216192),Ruislip,6,6
191,190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.409294111 51.55996018),RuislipGardens,5,5
192,191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.412849354 51.57345157),RuislipManor,6,6
193,192,11.0,0.0,14.0,49.0,201.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,191.0,3.0,0.0,34.0,0.0,0.0,164.0,53.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,158.0,14.0,0.0,POINT (-0.124590198 51.52301304),RussellSquare,1,1
194,193,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,65.0,0.0,4.0,0.0,0.0,0.0,0.0,227.0,11.0,22.0,3.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,32.0,0.0,0.0,POINT (-0.072466823 51.58336216),SevenSisters,3,3
195,194,0.0,0.0,84.0,32.0,0.0,0.0,0.0,6.0,0.0,13.0,0.0,43.0,22.0,0.0,192.0,0.0,156.0,28.0,53.0,9.0,141.0,0.0,0.0,0.0,0.0,0.0,10.0,151.0,5.0,0.0,POINT (-0.218519159 51.50453215),ShepherdsBush(Cen),2,2
196,195,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,POINT (-0.227400493 51.50588071),ShepherdsBushMarket,2,2
197,196,0.0,96.0,0.0,6.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,46.0,22.0,0.0,0.0,0.0,79.0,0.0,29.0,0.0,0.0,0.0,26.0,0.0,15.0,0.0,479.0,7.0,57.0,POINT (-0.156488857 51.49235976),SloaneSquare,1,1
198,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,3.0,0.0,POINT (0.021463928 51.58089127),Snaresbrook,4,4
199,198,0.0,0.0,0.0,4.0,82.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.307040245 51.50164402),SouthEaling,3,3
200,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.351893971 51.56468017),SouthHarrow,5,5
201,202,0.0,155.0,30.0,10.0,101.0,0.0,0.0,233.0,0.0,59.0,52.0,0.0,137.0,1.0,0.0,66.0,40.0,179.0,183.0,98.0,0.0,0.0,0.0,35.0,0.0,16.0,48.0,643.0,53.0,90.0,POINT (-0.173923023 51.49407137),SouthKensington,1,1
202,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.308142977 51.57104445),SouthKenton,4,4
203,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,POINT (-0.39911591 51.5568903),SouthRuislip,5,5
204,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,36.0,0.0,0.0,0.0,POINT (-0.191974546 51.41536071),SouthWimbledon,"3,4",3
205,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,POINT (0.027943078 51.59155262),SouthWoodford,4,4
206,199,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,35.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.206609386 51.44488331),Southfields,3,3
207,200,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.127770047 51.63237585),Southgate,4,4
208,205,45.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,42.0,0.0,89.0,0.0,20.0,7.0,0.0,0.0,0.0,66.0,0.0,0.0,77.0,0.0,12.0,POINT (-0.10579494 51.50385362),Southwark,1,1
209,208,0.0,39.0,0.0,0.0,5.0,0.0,0.0,125.0,0.0,0.0,0.0,3.0,16.0,0.0,0.0,8.0,19.0,50.0,10.0,0.0,0.0,1.0,0.0,0.0,15.0,9.0,35.0,213.0,0.0,6.0,POINT (-0.133878755 51.49960979),St.JamessPark,1,1
210,209,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,28.0,POINT (-0.17406484 51.53485441),St.JohnsWood,2,2
211,210,0.0,0.0,186.0,0.0,46.0,0.0,0.0,1.0,0.0,40.0,0.0,111.0,0.0,0.0,51.0,37.0,287.0,61.0,42.0,27.0,49.0,0.0,0.0,0.0,44.0,0.0,2.0,0.0,2.0,0.0,POINT (-0.09757100099999999 51.51483529999999),St.Pauls,1,1
212,211,6.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,POINT (-0.24524631 51.49444997),StamfordBrook,2,2
213,212,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,6.0,0.0,0.0,POINT (-0.303099293 51.61967344),Stanmore,5,5
214,213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,POINT (-0.047382523 51.52199583),StepneyGreen,2,2
215,214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,13.0,0.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,121.0,0.0,0.0,POINT (-0.122846304 51.47215926),Stockwell,2,2
216,215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,POINT (-0.275400442 51.54398655),StonebridgePark,3,3
